0 ./newtrace3/423e0028-7057-56f0-3308-df87f2c3653d.csv
1 ./newtrace3/423e00c5-9aaf-5689-51f1-54360711c70d.csv
2 ./newtrace3/423e015f-91b5-36ef-7d98-e240a8ea015a.csv
3 ./newtrace3/423e0190-06b2-a308-8007-52f8dcfd78e4.csv
4 ./newtrace3/423e01cc-35e0-6562-3705-e5f754dee393.csv
5 ./newtrace3/423e0354-77e8-e225-da1b-348ceeb067ba.csv
6 ./newtrace3/423e03ec-615c-b463-2605-e958eea09dec.csv
7 ./newtrace3/423e046b-2165-cbdc-a0ad-7f35e40d97cb.csv
8 ./newtrace3/423e0576-38a6-931f-24bb-c67eb97247dd.csv
9 ./newtrace3/423e05a8-656c-36f0-4a5b-58edbff27599.csv
10 ./newtrace3/423e05c3-6b56-c113-6b98-c10fc92427a2.csv
11 ./newtrace3/423e0651-cd5f-073e-9cb4-2fc98dd7f63a.csv
12 ./newtrace3/423e0657-910b-bd05-8382-829d1530e022.csv
13 ./newtrace3/423e06d9-9b44-4a60-308b-8fa21ceb7be0.csv
14 ./newtrace3/423e074e-f768-a619-cbcb-fb6559f50285.csv
15 ./newtrace3/423e07cf-311e-0f45-e0a5-aea1d140d5e3.csv
16 ./newtrace3/423e0806-a5d7-15a6-2b6b-f07833d05c33.csv
17 ./newtrace3/423e0922-b291-8976-fb76-57c146134eff.csv
18 ./newtrace3/423e097d-b73c-1ead-6698-6fc468bf0e79.csv
19 ./newtrace3/423e09b8-0cd6-04e1-0cb5-a8791c149194.csv
20 ./newtrace3/423e09f4-9ac6-c712-ee63-af18d964c351.csv
21 ./newtrace3/423e0a5e-7d54-8e53-b4c7-057105081e1b.csv
22 ./newtrace3/423e0ae2-3d50-0ac3-c82b-c3bfb2034c38.csv
23 ./newtrace3/423e0af4-2e2c-1118-064a-cabee7fb3fb2.csv
24 ./newtrace3/423e0bc2-82ad-5acf-ab3d-dc2fb31a7514.csv
25 ./newtrace3/423e0bd4-ed42-8f94-4830-138be3913afb.csv
26 ./newtrace3/423e0be1-c71d-870e-68fe-38e284c82e04.csv
27 ./newtrace3/423e0c76-09fe-ac6e-2517-63d71284c9ce.csv
28 ./newtrace3/423e0d6e-a0f1-9e98-fc75-92e3671492f4.csv
29 ./newtrace3/423e0dc2-dfa0-9cd4-75a9-cd9ebe1c1965.csv
30 ./newtrace3/423e0de4-1055-7afe-a787-3718704ec146.csv
31 ./newtrace3/423e0df0-667f-3583-897b-08adf02aa0fc.csv
32 ./newtrace3/423e0e00-d418-3cb4-03e2-8311d81c66d5.csv
33 ./newtrace3/423e0e01-e758-900d-9c6f-80fb0328d642.csv
34 ./newtrace3/423e0e1d-df19-e1ae-9276-6ecc00d483fd.csv
35 ./newtrace3/423e0e51-90f3-ee87-a646-967a41c05fb5.csv
36 ./newtrace3/423e0e8d-d6b3-faa7-bd44-3773d91ed811.csv
37 ./newtrace3/423e0efb-42b5-4323-61fc-0d1dde81e076.csv
38 ./newtrace3/423e0f9c-386c-800a-8562-f94083dfc4a8.csv
39 ./newtrace3/423e0faf-eac9-a008-edc7-5e4eaf1adae2.csv
40 ./newtrace3/423e0ff0-e578-7efe-4146-eeb4db5cbdf4.csv
41 ./newtrace3/423e1068-7c4a-51e6-763d-6e631a9fa2cf.csv
42 ./newtrace3/423e10bb-848a-1546-3192-9dbd5fb2f94d.csv
43 ./newtrace3/423e111a-6b2e-e955-4ca1-a814d7ecf6db.csv
44 ./newtrace3/423e117a-fbdd-0889-b95d-ffebf13c8f75.csv
45 ./newtrace3/423e11c7-5874-2859-35d3-d19e76b0078e.csv
46 ./newtrace3/423e1245-fd8a-975f-18d4-f6d6d54debec.csv
47 ./newtrace3/423e129d-1df0-990e-05e3-7bb32ecf888b.csv
48 ./newtrace3/423e15d6-7fd9-ae36-624a-4be79c607929.csv
49 ./newtrace3/423e15ef-9a83-b9ad-b99a-f7364c64d23d.csv
50 ./newtrace3/423e1661-ace8-1499-c874-ec1f13627034.csv
51 ./newtrace3/423e16ca-b6e6-e793-79f2-de714f2337f8.csv
52 ./newtrace3/423e16dc-61c6-dfb5-5605-a3adc777c8c2.csv
53 ./newtrace3/423e17ea-8122-60f1-9b34-7851085cc78e.csv
54 ./newtrace3/423e1814-11aa-7d56-91ba-de4a84b9daa8.csv
55 ./newtrace3/423e1816-c5ed-12d8-3c1e-1140fac4c55f.csv
56 ./newtrace3/423e18a5-88dd-0f4e-250d-f231a0a67bf4.csv
57 ./newtrace3/423e18bc-c83c-a442-9048-0b9439b3e05a.csv
58 ./newtrace3/423e1933-eb2d-a96f-40fa-eb199870dcfe.csv
59 ./newtrace3/423e1958-4c92-57b5-3def-1e938bc5502e.csv
60 ./newtrace3/423e197b-72df-44df-fc26-0d095a1151bb.csv
61 ./newtrace3/423e19c9-eabd-34c3-3439-32fe9617f546.csv
62 ./newtrace3/423e19ce-4c5e-95ff-d48b-2df34fc1040b.csv
